Sensor-57,Sensor-134,Sensor-76,Sensor-28,Sensor-164,Sensor-369,Sensor-108,Sensor-81,Sensor-449,Sensor-319,Good/Bad
0.9287,1011.7456,-0.04,7.1523,0.067,0.0026,-0.0191,0.0919,0.9109,2.8683,-1.0
0.9326,1013.5244,-0.0415,7.3923,0.151,0.0019,0.0782,-0.0723,0.1794,1.8487,-1.0
0.9324,1010.4833,-0.0225,7.2853,0.104,0.0037,-0.0769,-0.0001,0.1689,2.3227,-1.0
0.9238,1010.4833,-0.0061,6.9825,0.057,0.0036,0.0549,-0.0027,0.8637,2.2008,-1.0
0.934,999.2814,-0.0311,7.3293,0.115,0.0021,0.0858,0.0094,0.3063,3.1049,-1.0
0.93,1001.9434,-0.008,2.323,0.926,0.0032,-0.2393,-0.0889,0.8333,2.4709,-1.0
0.9324,1007.6964,-0.0239,1.4655,0.901,0.0038,-0.0929,-0.0885,0.8512,2.9369,-1.0
0.9323,1007.6964,-0.0308,2.2195,0.947,0.0029,-0.0091,-0.0827,0.6748,1.7697,-1.0
0.9238,1004.0281,-0.0447,1.4932,0.891,0.0052,0.1649,-0.0631,0.8512,1.8566,-1.0
0.9291,1004.0281,-0.0219,7.3415,0.163,0.0053,0.0036,-0.0687,0.3063,2.5376,-1.0
0.9326,1007.6964,-0.0266,7.3942,0.125,0.0025,0.019,0.02,0.2146,2.0486,-1.0
0.93,1007.6964,-0.0431,2.2767,0.906,0.0036,0.0895,-0.0844,0.9135,2.9247,-1.0
0.934,1007.6964,-0.0416,7.105,0.1,0.0035,-0.041,-0.0774,0.9135,2.8035,-1.0
0.9238,1004.407,-0.068,7.4295,0.074,0.0029,0.0561,-0.092,0.362,2.2275,-1.0
0.9342,1008.3844,-0.045,7.3483,0.141,0.0027,-0.0668,-0.0174,0.2751,2.5607,-1.0
0.93,1006.1533,-0.0769,7.317,0.103,0.003,-0.0292,-0.0834,0.3063,2.7549,-1.0
0.934,1006.1589,-0.0694,1.4697,0.899,0.0,0.0,0.0081,0.9109,3.0746,-1.0
0.9342,1003.7344,-0.0933,7.094,0.088,0.0033,0.0178,-0.0732,0.8522,2.8304,-1.0
0.9323,1001.7862,0.0157,7.366,0.094,0.0042,-0.0184,-0.0945,0.2056,1.8268,-1.0
0.9269,1001.7862,-0.0015,7.301,0.149,0.0038,-0.1891,-0.0897,0.3727,2.2458,-1.0
0.9326,1001.7862,-0.0204,7.0185,0.107,0.0027,0.0288,-0.0916,0.8111,2.2788,-1.0
0.9329,1001.7862,-0.0769,7.065,0.079,0.0,0.0,-0.0848,0.7494,3.2209,-1.0
0.9238,1001.7862,-0.0989,7.3473,0.108,0.0,0.0,-0.0723,0.362,2.1272,-1.0
0.9269,1001.7862,-0.027,7.3185,0.177,0.0,0.0,-0.0922,0.1706,2.0556,-1.0
0.9238,1001.2992,-0.0328,7.4305,0.14,0.003,0.0237,0.078,0.362,1.883,-1.0
0.9238,1006.4114,-0.038,1.4625,0.913,0.0039,0.0555,-0.094,0.8512,1.9339,-1.0
0.9342,1001.2992,-0.0973,7.6588,0.086,0.0059,0.1049,0.0994,0.3464,2.4513,-1.0
0.933,1007.4191,-0.0229,4.8982,0.113,0.0021,0.168,-0.0881,0.9368,2.3878,-1.0
0.9291,1006.4114,-0.0316,7.1348,0.145,0.0044,0.0355,-0.0966,0.9109,2.368,-1.0
0.933,1007.4191,0.0179,4.9697,0.122,0.003,-0.0988,-0.0716,0.9368,5.6937,-1.0
0.9329,1007.4191,-0.0265,7.0365,0.093,0.0037,0.1617,-0.0671,0.9135,3.5742,-1.0
0.934,1006.4114,0.0097,3.0705,0.074,0.0048,-0.2233,-0.0853,0.8333,2.6778,-1.0
0.9238,1001.2992,-0.1049,7.3447,0.08,0.0041,0.0661,0.0923,0.2056,2.0001,-1.0
0.9329,1007.4191,-0.0167,7.0128,0.057,0.0032,-0.0565,-0.0745,0.9135,3.0502,-1.0
0.934,1006.1613,-0.088,7.4473,0.097,0.0041,0.0611,0.0832,0.3063,3.1289,-1.0
0.93,1004.2077,-0.0078,7.1745,0.152,0.0,0.0,-0.0741,0.8111,2.4015,1.0
0.933,1006.1613,-0.0132,5.1018,0.094,0.0033,0.1264,0.1111,0.1857,2.4802,-1.0
0.9329,1006.4114,-0.0929,2.1907,0.899,0.0036,0.0491,-0.0839,0.9135,3.5441,-1.0
0.9318,1006.1613,-0.0208,7.357,0.109,0.0026,0.0665,-0.0038,0.2252,2.4213,-1.0
0.9318,1006.1613,-0.01,7.3712,0.169,0.0026,-0.0444,0.0087,0.2327,2.2522,-1.0
0.9329,1001.0291,-0.0363,4.9877,0.139,0.0063,0.0352,-0.0136,0.9581,6.6256,-1.0
0.9329,1001.0291,-0.0879,7.3018,0.097,0.0035,0.0698,0.0288,0.9581,5.9323,-1.0
0.9318,1004.1101790058862,0.0038,7.2952,0.194,0.0027,0.0589,-0.0175,0.2146,2.249,-1.0
0.9337,1001.0291,-0.0715,5.1437,0.096,0.0034,0.0026,-0.0251,0.1966,6.1629,-1.0
0.9326,1001.2992,-0.0296,1.5433,0.957,0.0044,-0.099,0.0432,0.299,2.2736,-1.0
0.9342,1006.4114,-0.0539,7.0857,0.077,0.0023,-0.0184,-0.0024,0.8637,2.5613,-1.0
0.9326,1004.1101790058862,0.0031,2.4405,0.954,0.0067,0.1658,-0.0219,0.3464,2.3742,-1.0
0.9288706457925635,1009.6011,-0.0356,7.2535,0.133,0.0057,0.1135,-0.0277,0.299,2.4539,-1.0
0.9318,1004.1101790058862,-0.0233,7.4362,0.178,0.0041,-0.1533,-0.0191,0.2751,2.3183,-1.0
0.934,1006.4114,-0.0416,1.4817,0.895,0.0026,-0.1275,-0.0956,0.9109,3.3804,1.0
0.9329,1000.9017,-0.0622,7.1963,0.177,0.0037,-0.0041,0.0239,0.9581,6.052,-1.0
0.9329,1000.9017,-0.0819,5.0585,0.085,0.0041,-0.1606,0.0368,0.1966,6.4257,-1.0
0.9238,1001.0291,-0.0748,0.7555,0.947,0.0026,0.045,0.0031,0.6748,1.6792,-1.0
0.9329,1000.9017,-0.056,7.1567,0.114,0.0033,0.0968,0.0332,0.9581,6.61,-1.0
0.9329,995.2842,-0.0768,5.0678,0.056,0.0041,0.0352,0.0706,0.1966,6.3275,-1.0
0.9326,995.2842,-0.0884,5.1668,0.134,0.0032,0.0121,0.0937,0.2119,2.0809,-1.0
0.9331,1000.9017,-0.0849,5.0655,0.095,0.0035,-0.1069,0.0269,0.1966,6.2471,-1.0
0.9332,1009.6011,-0.0456,4.9733,0.106,0.0031,0.1807,0.0172,0.9368,2.2111,-1.0
0.933,1001.0291,-0.0031,5.136,0.108,0.0051,0.194,0.0156,0.2119,2.3623,-1.0
0.932,1009.6011,-0.0368,4.9585,0.113,0.0056,-0.0855,0.0204,0.8947,2.5509,-1.0
0.933,1009.6011,-0.0788,4.9002,0.112,0.0026,-0.2305,-0.0017,0.9368,2.4105,-1.0
0.9326,1009.6011,-0.0602,7.046,0.107,0.0046,0.1431,0.0067,0.9368,2.3249,-1.0
0.9343,1000.9017,-0.0892,4.9937,0.126,0.0029,0.0246,-0.0106,0.8947,2.4268,-1.0
0.934,998.6588,0.0004,7.3165,0.138,0.0029,-0.1748,0.0944,0.2252,2.5631,-1.0
0.933,1000.9017,-0.0134,5.0742,0.109,0.0031,0.0264,0.026,0.1857,2.5437,-1.0
0.9324,1001.0291,-0.0785,6.9972,0.155,0.0054,0.0761,0.0255,0.8111,2.4114,-1.0
0.9291,998.6588,-0.0473,7.3323,0.19,0.0045,-0.0498,0.0861,0.2056,2.2405,-1.0
0.9332,1000.9017,-0.0598,5.146,0.095,0.0033,0.022,0.0699,0.2119,2.7271,-1.0
0.934,1001.0291,-0.0594,7.1235,0.067,0.0052,0.04,0.0097,0.8522,3.4849,1.0
0.932,1000.9017,-0.0695,5.0185,0.115,0.0032,-0.1603,-0.1081,0.8947,2.4299,-1.0
0.9326,998.6588,-0.0299,7.1593,0.098,0.0039,-0.046,0.0956,0.9368,2.4696,-1.0
0.932,1001.0291,-0.0626,7.141,0.126,0.0027,0.0241,0.092,0.8111,2.7049,-1.0
0.934,1004.2506,-0.0472,7.394,0.062,0.0022,0.0849,0.004,0.3063,3.2474,-1.0
0.9318,997.0102,-0.0272,7.1273,0.116,0.0035,-0.0234,0.0764,0.1706,2.0856,-1.0
0.934,998.6588,-0.0573,3.1443,0.073,0.0029,0.053,0.0853,0.2887,3.5349,-1.0
0.9269,1012.1967,-0.0324,7.264,0.191,0.0037,0.1067,0.09,0.1706,2.4902,-1.0
0.9291,1007.05,-0.0608,7.033,0.14,0.0028,0.0611,0.0877,0.8522,2.1694,-1.0
0.9188,1004.4356,-0.0078,7.2305,0.136,0.0031,0.0361,-0.0108,0.9581,3.5003,-1.0
0.9332,1012.1967,-0.0555,7.0473,0.101,0.0025,0.0341,0.0888,0.9159,2.4173,-1.0
0.934,1009.6011,-0.0283,7.0875,0.071,0.0,0.0,0.0147,0.8522,2.8212,-1.0
0.9188,1001.6031,-0.0139,7.213,0.153,0.0038,0.0168,-0.109,0.9581,3.1877,-1.0
0.93,1007.05,-0.0171,7.309,0.111,0.0039,-0.2342,0.0873,0.2252,2.7729,-1.0
0.9291,1007.05,-0.0437,7.0695,0.15,0.0024,0.1023,0.0905,0.8111,2.0602,-1.0
0.9315,996.0538,-0.0237,7.1082,0.113,0.0027,-0.0522,-0.0131,0.2198,4.3238,-1.0
0.9312,1012.3378,0.0001,7.3705,0.284,0.0037,0.049,-0.0261,0.1009,4.0211,-1.0
0.9206,1007.2276,-0.0109,7.3665,0.152,0.0025,-0.0572,-0.0238,0.3005,2.6365,-1.0
0.9324,1012.3378,0.0225,7.4295,0.2,0.0015,-0.0131,-0.0181,0.2933,5.0939,-1.0
0.9322,1011.8856,0.0423,7.3185,0.127,0.0017,0.0521,-0.011,0.4267,1.9125,-1.0
0.9331,1001.3102,0.0031,7.313,0.256,0.0026,0.0749,-0.0015,0.2465,2.1338,-1.0
0.9179,1007.2276,-0.0098,7.2843,0.151,0.0017,-0.0014,-0.0115,0.3039,3.9328,-1.0
0.9334,1000.3791,-0.0026,7.2555,0.163,0.0025,0.1064,-0.0086,0.3699,2.2615,-1.0
0.9298,1007.6922,0.0019,7.16,0.092,0.0025,-0.0127,-0.0473,0.3085,4.1729,-1.0
0.9298,1008.8589,0.0082,7.364,0.079,0.0029,-0.0309,-0.031,0.0399,1.5531,-1.0
0.9267,1006.6856,0.0049,5.0485,0.117,0.0,0.0,-0.0134,0.8384,3.744,-1.0
0.9337,996.0538,-0.0092,7.3208,0.081,0.0027,0.057,-0.0099,0.4044,4.3208,-1.0
0.9148,1009.8944,-0.0107,7.369,0.083,0.0026,-0.0222,-0.0248,0.3814,3.932,-1.0
0.9148,1016.53,-0.0101,7.269,0.137,0.0031,0.0719,-0.0258,0.3927,3.7719,-1.0
0.9327,1007.2276,0.0131,7.2995,0.167,0.0044,0.0191,0.0186,0.3699,4.359,1.0
0.9307,1012.3378,0.0203,7.3555,0.099,0.0026,-0.0504,-0.0386,0.8808,5.2749,-1.0
0.9322,1007.2276,0.0204,7.2583,0.188,0.0028,-0.1476,-0.0255,0.213,2.0361,-1.0
0.9243,992.7452,0.0377,7.4047,0.15,0.0037,-0.0677,0.0051,0.2199,2.4603,-1.0
0.9334,1009.8944,-0.0026,7.2877,0.132,0.0022,-0.0343,-0.0115,0.3149,2.5056,-1.0
0.9224,1007.144,0.0004,7.4195,0.084,0.0032,0.1089,-0.029,0.271,3.6312,-1.0
0.9213,998.2901,-0.021,7.3197,0.135,0.0029,0.1856,-0.0194,0.2935,3.9639,-1.0
0.9316,1009.8944,0.0044,7.1137,0.08,0.0039,-0.0637,-0.005,0.1642,2.6258,1.0
0.9315,1005.1546,-0.023,7.1775,0.056,0.003159503592423253,-0.0012625734813847152,-0.0007,0.3085,1.7908,-1.0
0.9329,1005.1546,-0.0086,7.4407,0.23,0.0025,0.007,-0.0125,0.5342,5.6065,-1.0
0.9312,1003.8907,-0.0364,7.273,0.083,0.0028,0.058,-0.0072,0.1009,5.0931,-1.0
0.9224,1005.1546,-0.0242,7.1285,0.084,0.0024,0.1909,-0.042,0.1431,4.5254,-1.0
0.9179,1009.8822,-0.0086,7.2278,0.115,0.0049,-0.0238,-0.006,0.3075,3.854,-1.0
0.9226,1007.144,-0.0015,7.2818,0.006,0.003,-0.1008,-0.0093,0.2182,4.1905,-1.0
0.9322,1007.144,-0.0117,7.3697,0.108,0.0032,-0.0109,-0.0479,0.2686,2.4602,-1.0
0.9334,1009.8944,-0.0111,7.2927,0.146,0.0016,0.004,0.0045,0.2379,2.1754,-1.0
0.931,1016.53,-0.0248,7.268,0.213,0.002,0.0629,-0.0107,0.3039,2.5679,-1.0
0.9331,1009.8944,0.0,7.12,0.094,0.0029,-0.1028,0.0057,0.1642,2.585,-1.0
0.9178,991.3567,-0.0119,7.3025,0.088,0.0024,-0.1246,-0.0606,0.4267,4.0533,-1.0
0.9224,1003.8907,-0.0323,7.374,0.221,0.0029,0.1016,0.0085,0.271,3.5095,-1.0
0.9226,996.6092,-0.032,7.4097,0.068,0.0023,-0.0765,0.0081,0.184,4.0047,-1.0
0.9312,1005.1546,-0.023,7.4322,0.162,0.0021,0.0561,-0.0193,0.3149,4.8171,-1.0
0.9222,998.2796,0.0052,7.2655,0.077,0.0024,0.0828,-0.0151,0.2182,4.3005,-1.0
0.9157,996.6092,-0.0456,7.308,0.25,0.0027,-0.0468,-0.0025,0.8599,3.3041,-1.0
0.9224,998.2796,-0.0026,7.2577,0.21,0.0022,0.0423,-0.0043,0.2465,3.4397,-1.0
0.9316,1007.144,0.0074,7.3007,0.136,0.0047,0.0151,-0.026,0.2379,1.8598,-1.0
0.9312,996.6092,-0.0371,7.1945,0.126,0.0026,0.1408,-0.0052,0.271,4.672,-1.0
0.9329,1009.8944,0.037,7.2662,0.094,0.0034,-0.0527,-0.0242,0.299,5.0042,-1.0
0.9213,998.2796,-0.022,7.4043,0.191,0.0017,-0.0632,-0.0107,0.2383,3.3262,-1.0
0.9192,992.0427,0.0269,7.2342,0.142,0.0024,-0.0353,-0.0349,0.1877,4.2852,-1.0
0.9329,991.1096,0.01,7.4343,0.134,0.0038,0.0429,-0.0156,0.3005,5.6374,-1.0
0.9109,1004.8823,-0.0007,7.2382,0.074,0.003,0.033,-0.0056,0.1137,3.3565,-1.0
0.9256,1004.8823,0.0152,7.2532,0.164,0.0041,-0.0717,-0.0187,0.3511,2.5979,-1.0
0.9226,1004.8823,-0.0206,7.3108,0.127,0.0046,0.059,0.0069,0.184,3.8167,-1.0
0.9322,991.3567,0.0002,7.2765,0.101,0.0032,0.0055,-0.0164,0.213,2.3446,-1.0
0.9226,1004.8823,0.0115,7.3403,0.143,0.003,0.0538,-0.0122,0.184,4.2317,-1.0
0.9222,993.4794,-0.0219,7.3055,0.101,0.0031,0.0442,-0.0032,0.3439,3.7102,-1.0
0.9197,996.6092,-0.0232,7.2012,0.074,0.0026,-0.0402,0.0014,0.3336,4.2788,-1.0
0.9341,1008.6144,0.0084,7.2823,0.063,0.0026,-0.0597,-0.0048,0.2935,2.5778,-1.0
0.9289,998.2796,-0.0362,7.235,0.087,0.0029,-0.0346,0.0022,0.3155,4.6042,-1.0
0.9207,988.5307,-0.009,7.325,0.073,0.0028,0.0077,-0.0011,0.2445,3.488,-1.0
0.9337,1008.6144,-0.0101,7.4047,0.113,0.0023,0.176,0.0017,0.3081,4.2915,1.0
0.9256,1004.8823,-0.0147,7.2035,0.177,0.002,0.1026,-0.0097,0.2154,1.2986,-1.0
0.9289,998.2796,-0.0264,7.3327,0.171,0.0024,-0.0267,0.0039,0.4044,5.6292,-1.0
0.9298,996.0538,0.0149,7.3718,0.096,0.0054,-0.0259,-0.0377,0.3877,4.54,-1.0
0.9228,1008.6144,0.0005,7.258,0.144,0.0023,0.0313,0.0063,0.3149,3.8924,1.0
0.9307,1011.3133,-0.0104,7.4335,0.122,0.0075,0.005,0.0055,0.8808,5.5798,-1.0
0.9307,996.6092,0.0035,7.3243,0.111,0.0022,0.0836,-0.0084,0.2883,5.5111,-1.0
0.927,991.1096,-0.0154,7.3417,0.143,0.0016,0.0576,0.0076,0.15,2.0016,-1.0
0.9325,1006.6856,0.0105,7.288,0.121,0.0014,0.0905,-0.0186,0.1257,3.9595,-1.0
0.9213,1008.6144,0.0267,7.295,0.136,0.0022,0.0032,0.0012,0.3148,4.0546,-1.0
0.9228,988.5307,-0.0112,7.2745,0.147,0.0031,0.0979,0.0145,0.2935,4.0402,-1.0
0.9317,1006.6856,-0.0367,7.21,0.131,0.0029,0.0028,-0.0092,0.1828,4.2739,-1.0
0.9197,993.4794,-0.0257,7.3217,0.116,0.0043,-0.087,0.0007,0.8123,4.0961,-1.0
0.92,1007.63,-0.0065,7.359,0.203,0.0027,-0.0082,-0.0276,0.1009,3.565,-1.0
0.9213,1009.8944,0.0402,7.3565,0.208,0.0023,0.0236,0.0003,0.2935,3.5676,-1.0
0.9224,1007.144,-0.0008,7.2852,0.093,0.0018,0.0221,-0.0323,0.2072,3.9913,-1.0
0.9222,998.2796,-0.0137,7.3567,0.206,0.0033,0.0624,0.0047,0.8808,3.8511,-1.0
0.92,1008.6144,0.0077,7.3545,0.25,0.0033,-0.0758,-0.0008,0.2072,3.622,-1.0
0.9334,1007.144,-0.0284,7.2518,0.095,0.0025,0.1484,-0.0253,0.213,2.4461,-1.0
0.9307,1009.8944,-0.0084,7.3525,0.08,0.0022,-0.056,-0.0159,0.2199,4.8108,-1.0
0.9337,998.2901,-0.0137,7.2182,0.029,0.0055,-0.0191,-0.0244,0.2071,4.2209,-1.0
0.9228,1016.53,-0.0074,7.2948,0.141,0.0035,-0.057,-0.0072,0.2935,4.206,-1.0
0.9213,1009.8944,-0.0061,7.3588,0.173,0.0029,-0.0077,0.014,0.3439,3.7922,-1.0
0.9334,1007.6922,-0.0024,7.1457,0.137,0.0035,0.0836,-0.0086,0.2071,2.542,-1.0
0.9213,998.2796,-0.0342,7.3565,0.102,0.0071,-0.0455,-0.0004,0.3439,3.6748,-1.0
0.9324,993.4794,-0.0101,7.2577,0.173,0.0027,-0.0655,0.0116,0.2199,5.7568,-1.0
0.9316,996.0538,0.0234,7.2988,0.119,0.0038,0.0181,-0.0435,0.4044,4.2884,1.0
0.9278,1006.7274,-0.0152,7.3588,0.214,0.0046,-0.0687,0.0399,0.2246,2.4905,-1.0
0.9281,1006.7274,-0.0264,7.277,0.115,0.0026,-0.0467,-0.014,0.1009,1.8926,-1.0
0.9316,1006.7274,-0.0254,7.293,0.104,0.0023,-0.0693,0.0,0.1611,4.1354,-1.0
0.9356,1006.7274,-0.0203,7.3872,0.142,0.0067,0.0733,-0.0006,0.8703,1.1004,-1.0
0.9291,1006.7274,-0.0269,7.3525,0.141,0.0023,-0.1126,-0.0063,0.2728,2.3207,-1.0
0.9316,1011.4203,-0.0125,7.2928,0.101,0.0032,0.043,0.0011,0.184,4.3149,-1.0
0.9318,1006.7274,-0.0291,7.3675,0.182,0.0024,-0.0449,-0.0168,0.1196,3.6931,-1.0
0.9334,998.2901,-0.0184,7.178,0.049,0.0034,-0.1091,-0.0227,0.4231,2.0215,-1.0
0.9331,1011.4203,-0.0187,7.262,0.184,0.0032,-0.0418,0.0135,0.1991,2.2697,-1.0
0.9224,1012.9091,-0.044,7.3083,0.134,0.0023,-0.0212,0.0188,0.3877,4.1705,-1.0
0.9325,1012.9091,-0.0358,7.3277,0.147,0.0035,-0.2017,0.0249,0.2418,4.1573,-1.0
0.9307,1012.9091,-0.0124,7.2848,0.165,0.0029,0.0695,0.0225,0.3439,5.4676,-1.0
0.9258,1001.4982,-0.0003,7.3545,0.167,0.0038,-0.0231,-0.0272,0.2363,2.2271,-1.0
0.9329,1001.4982,0.0005,7.4105,0.177,0.0031,-0.0102,-0.0267,0.3081,4.9493,-1.0
0.9273,1001.4982,0.0022,7.3117,0.24,0.0037,-0.0562,-0.0338,0.2418,2.7453,-1.0
0.9273,1012.9091,0.0096,7.4052,0.151,0.0025,0.0095,0.0278,0.2199,2.5758,1.0
0.9211,1007.066,-0.0306,7.2503,0.185,0.0029,-0.057,-0.0029,0.1611,3.8711,-1.0
0.9215,1007.066,-0.043,7.3305,0.122,0.0019,0.0183,0.0065,0.3436,4.222,-1.0
0.9348,993.4244,-0.0131,5.1747,0.118,0.0,0.0,-0.0836,0.8572,2.6411,-1.0
0.933,987.2854,0.012,7.2262,0.222,0.0026,0.0679,-0.048,0.2509,2.263,-1.0
0.9277,987.2854,-0.002,7.1813,0.153,0.0028,-0.0202,-0.0747,0.1796,4.9326,-1.0
0.9342,987.2854,0.0105,5.2295,0.104,0.0,0.0,-0.067,0.1407,2.1197,-1.0
0.9348,987.2854,-0.0026,7.1635,0.168,0.0,0.0,-0.0796,0.1501,2.7029,-1.0
0.9242,1004.0946,0.0302,7.2805,0.085,0.003159503592423253,-0.0012625734813847152,0.0123,0.2626,4.948,-1.0
0.9344,1012.22,-0.0016,7.3535,0.113,0.0029,-0.1914,0.0119,0.0399,2.3592,-1.0
0.9344,1012.22,0.015,7.3275,0.128,0.0087,-0.0268,0.0075,0.0399,2.4426,-1.0
0.9344,1012.22,0.0233,7.363,0.141,0.003,0.035,-0.0068,0.0399,2.4566,-1.0
0.9304,996.0706,0.0012,5.022,0.108,0.0017,0.0292,0.012,0.2797,4.4657,-1.0
0.9332,998.6102,0.0056,7.344,0.148,0.003,-0.0067,0.0126,0.1429,2.0582,-1.0
0.9348,998.6102,-0.001,5.1418,0.133,0.003,-0.1297,-0.0056,0.2593,1.8225,-1.0
0.9304,998.6102,0.0186,7.2698,0.084,0.0021,-0.025,0.0261,0.2279,4.6591,-1.0
0.9339,996.0706,0.0182,7.3797,0.144,0.0021,-0.0853,-0.0018,0.3041,2.4199,-1.0
0.9342,998.6102,0.0101,7.248,0.231,0.0018,0.0037,-0.015,0.8572,2.4661,-1.0
0.9304,998.6102,0.0013,7.299,0.103,0.0036,-0.0841,0.0051,0.2279,4.5222,-1.0
0.9308,998.6102,0.0176,7.357,0.107,0.0021,-0.0293,0.0038,0.1429,4.5153,-1.0
0.9305,996.0706,-0.0196,7.2543,0.093,0.0024,0.0766,0.0222,0.2136,2.6577,-1.0
0.9348,996.0706,-0.0082,7.3773,0.098,0.002,-0.097,0.0336,0.2626,2.2518,-1.0
0.9332,1004.4788,-0.0062,7.3033,0.078,0.0026,-0.0391,0.0077,0.2279,2.2721,-1.0
0.9001,996.2322,0.0137,7.3495,0.238,0.0014,0.0419,0.0029,0.2279,4.0041,-1.0
0.9307,996.2322,0.0253,7.2353,0.075,0.0035,-0.0354,0.0102,0.1501,2.7865,-1.0
0.9307,996.2322,-0.0212,6.67059667752443,0.1371400651465798,0.0019,-0.0266,0.0342,0.3269,2.5646,-1.0
0.9299,996.2322,-0.0048,5.1525,0.052,0.0026,-0.1572,-0.0152,0.227,6.2555,-1.0
0.9348,996.2322,0.0139,7.3163,0.085,0.0034,0.0341,0.0052,0.1169,2.6914,-1.0
0.9348,996.2322,-0.0139,7.2615,0.072,0.0026,0.1618,0.0154,0.329,2.4716,-1.0
0.933,996.0706,-0.0038,5.1095,0.099,0.0044,0.0227,0.0639,0.7468,2.2118,-1.0
0.9296,996.0706,-0.0098,7.2175,0.089,0.0,0.0,0.0511,0.1501,2.8001,-1.0
0.9304,996.2322,-0.0217,7.269,0.301,0.0059,0.0356,0.0374,0.8599,4.8284,-1.0
0.9297,996.0706,0.0177,5.205,0.061,0.0055,-0.0475,0.0228,0.2984,15.1835,-1.0
0.9304,1002.2324,-0.0028,7.122,0.157,0.0061,0.0567,0.0146,0.2629,4.963,-1.0
0.9297,1002.2324,-0.0127,7.4088,0.048,0.003,-0.0707,0.0669,0.2626,5.2061,-1.0
0.9267,1002.2324,0.0063,7.1238,0.077,0.0067,0.03,0.0093,0.2629,3.2379,-1.0
0.9304,1002.2324,0.0139,7.1725,0.064,0.0022,0.0091,0.0554,0.2629,4.6349,-1.0
0.9267,1002.2324,-0.0036,7.2535,0.208,0.0013,0.041,0.0032,0.2629,3.9369,-1.0
0.9296,996.2322,-0.0115,5.1792,0.123,0.0,0.0,0.0215,0.8572,2.154,-1.0
0.9308,987.9054,0.0022,7.273,0.151,0.0019,0.0975,0.0005,0.2217,4.7504,-1.0
0.9353,987.9054,-0.0109,7.3702,0.088,0.0018,0.1868,-0.0202,0.1429,2.5355,-1.0
0.9344,1002.2324,0.0059,7.1877,0.131,0.0029,-0.0182,-0.0089,0.1712,2.2986,-1.0
0.9307,996.0706,0.0003,7.3462,0.155,0.0042,0.0127,0.0279,0.1407,2.8049,-1.0
0.9308,1002.2324,0.0062,7.303,0.122,0.0022,-0.0826,0.0122,0.1522,3.9911,-1.0
0.9348,996.2322,-0.0381,7.2645,0.101,0.0,0.0,0.0348,0.1501,2.1318,-1.0
0.9339,1007.2267,-0.011,7.1935,0.059,0.0022,-0.0113,0.0526,0.2629,2.653,-1.0
0.9332,1007.2267,0.0074,7.2825,0.212,0.0032,-0.0431,0.0033,0.098,2.2383,-1.0
0.935,1007.2267,0.0202,7.1765,0.17,0.0018,-0.0063,0.0451,0.2577,2.6126,-1.0
0.9267,1003.5267,-0.0041,7.3075,0.136,0.002,0.0693,0.0248,0.2629,3.9672,-1.0
0.9353,1007.2267,0.0006,7.3462,0.195,0.0022,0.0417,0.0218,0.203,2.4885,-1.0
0.935,1007.2267,-0.0044,7.2618,0.144,0.0,0.0,0.0459,0.2365,2.5355,-1.0
0.9327,1007.2267,-0.0151,7.2168,0.112,0.0017,0.0277,0.0495,0.1501,5.7644,-1.0
0.9336,1003.5267,0.0006,7.2652,0.234,0.0029,0.0185,0.0146,0.2365,2.4876,-1.0
0.9353,1007.5156,-0.0223,7.2658,0.179,0.0026,0.1377,0.0039,0.1429,2.3143,-1.0
0.9311,1003.5267,-0.013,7.383,0.165,0.003,-0.1345,0.0129,0.203,2.4878,-1.0
0.9308,1007.2267,-0.0106,7.2492,0.282,0.0037,0.0216,0.0608,0.2629,4.1336,-1.0
0.9339,1003.5267,-0.0002,7.2577,0.249,0.002,0.0607,0.0009,0.2008,2.3997,-1.0
0.9353,1003.5267,0.0255,7.1283,0.159,0.0,0.0,-0.0115,0.2577,2.2643,-1.0
0.9336,1007.2267,0.0044,7.3063,0.199,0.0027,-0.0147,0.033,0.2365,2.6507,-1.0
0.9344,1007.5156,0.004,7.203,0.211,0.0025,-0.0599,0.0028,0.1712,2.5872,-1.0
0.9336,1007.5156,0.0028,7.3277,0.162,0.0,0.0,0.015,0.8808,2.6303,-1.0
0.9348,1016.6978,-0.0083,5.1673,0.032,0.0,0.0,0.0041,0.1522,2.4247,-1.0
0.9215,1016.6978,-0.0027,7.2752,0.156,0.0,0.0,0.0134,0.1162,1.6289,-1.0
0.9336,1007.2267,-0.0049,7.2748,0.128,0.0024,-0.0431,0.0389,0.2365,2.6019,-1.0
0.933,1007.5156,0.0037,7.2643,0.058,0.0031,-0.0519,0.0084,0.1429,2.3858,-1.0
0.933,1016.6978,-0.0398,7.2977,0.192,0.0021,0.0868,0.0168,0.098,2.484,-1.0
0.9344,1007.5156,-0.0305,7.3107,0.117,0.0024,0.0156,-0.0141,0.1712,2.2769,-1.0
0.9353,1003.5267,0.0153,7.332,0.154,0.0039,-0.0077,0.0003,0.203,2.6334,-1.0
0.9327,1007.2267,-0.0178,7.2237,0.155,0.0,0.0,0.0416,0.2577,5.2156,1.0
0.9267,1016.6978,0.0031,7.2382,0.109,0.0022,-0.0071,0.0084,0.1407,4.079,-1.0
0.9327,1003.5267,-0.0249,7.2782,0.131,0.0025,-0.0451,0.0078,0.8572,5.1583,1.0
