Sensor-57,Sensor-134,Sensor-76,Sensor-28,Sensor-164,Sensor-369,Sensor-108,Sensor-81,Sensor-449,Sensor-319
0.9224,1003.8907,-0.0323,7.374,0.221,0.0029,0.1016,0.0085,0.271,3.5095
0.9226,996.6092,-0.032,7.4097,0.068,0.0023,-0.0765,0.0081,0.184,4.0047
0.9312,1005.1546,-0.023,7.4322,0.162,0.0021,0.0561,-0.0193,0.3149,4.8171
0.9222,998.2796,0.0052,7.2655,0.077,0.0024,0.0828,-0.0151,0.2182,4.3005
0.9157,996.6092,-0.0456,7.308,0.25,0.0027,-0.0468,-0.0025,0.8599,3.3041
0.9224,998.2796,-0.0026,7.2577,0.21,0.0022,0.0423,-0.0043,0.2465,3.4397
0.9316,1007.144,0.0074,7.3007,0.136,0.0047,0.0151,-0.026,0.2379,1.8598
0.9312,996.6092,-0.0371,7.1945,0.126,0.0026,0.1408,-0.0052,0.271,4.672
0.9329,1009.8944,0.037,7.2662,0.094,0.0034,-0.0527,-0.0242,0.299,5.0042
0.9213,998.2796,-0.022,7.4043,0.191,0.0017,-0.0632,-0.0107,0.2383,3.3262
0.9192,992.0427,0.0269,7.2342,0.142,0.0024,-0.0353,-0.0349,0.1877,4.2852
0.9329,991.1096,0.01,7.4343,0.134,0.0038,0.0429,-0.0156,0.3005,5.6374
0.9109,1004.8823,-0.0007,7.2382,0.074,0.003,0.033,-0.0056,0.1137,3.3565
0.9256,1004.8823,0.0152,7.2532,0.164,0.0041,-0.0717,-0.0187,0.3511,2.5979
0.9226,1004.8823,-0.0206,7.3108,0.127,0.0046,0.059,0.0069,0.184,3.8167
0.9322,991.3567,0.0002,7.2765,0.101,0.0032,0.0055,-0.0164,0.213,2.3446
0.9226,1004.8823,0.0115,7.3403,0.143,0.003,0.0538,-0.0122,0.184,4.2317
0.9222,993.4794,-0.0219,7.3055,0.101,0.0031,0.0442,-0.0032,0.3439,3.7102
0.9197,996.6092,-0.0232,7.2012,0.074,0.0026,-0.0402,0.0014,0.3336,4.2788
0.9341,1008.6144,0.0084,7.2823,0.063,0.0026,-0.0597,-0.0048,0.2935,2.5778
0.9289,998.2796,-0.0362,7.235,0.087,0.0029,-0.0346,0.0022,0.3155,4.6042
0.9207,988.5307,-0.009,7.325,0.073,0.0028,0.0077,-0.0011,0.2445,3.488
0.9337,1008.6144,-0.0101,7.4047,0.113,0.0023,0.176,0.0017,0.3081,4.2915
0.9256,1004.8823,-0.0147,7.2035,0.177,0.002,0.1026,-0.0097,0.2154,1.2986
0.9289,998.2796,-0.0264,7.3327,0.171,0.0024,-0.0267,0.0039,0.4044,5.6292
0.9298,996.0538,0.0149,7.3718,0.096,0.0054,-0.0259,-0.0377,0.3877,4.54
0.9228,1008.6144,0.0005,7.258,0.144,0.0023,0.0313,0.0063,0.3149,3.8924
0.9307,1011.3133,-0.0104,7.4335,0.122,0.0075,0.005,0.0055,0.8808,5.5798
0.9307,996.6092,0.0035,7.3243,0.111,0.0022,0.0836,-0.0084,0.2883,5.5111
0.927,991.1096,-0.0154,7.3417,0.143,0.0016,0.0576,0.0076,0.15,2.0016
0.9325,1006.6856,0.0105,7.288,0.121,0.0014,0.0905,-0.0186,0.1257,3.9595
0.9213,1008.6144,0.0267,7.295,0.136,0.0022,0.0032,0.0012,0.3148,4.0546
0.9228,988.5307,-0.0112,7.2745,0.147,0.0031,0.0979,0.0145,0.2935,4.0402
0.9317,1006.6856,-0.0367,7.21,0.131,0.0029,0.0028,-0.0092,0.1828,4.2739
0.9197,993.4794,-0.0257,7.3217,0.116,0.0043,-0.087,0.0007,0.8123,4.0961
0.92,1007.63,-0.0065,7.359,0.203,0.0027,-0.0082,-0.0276,0.1009,3.565
0.9213,1009.8944,0.0402,7.3565,0.208,0.0023,0.0236,0.0003,0.2935,3.5676
0.9224,1007.144,-0.0008,7.2852,0.093,0.0018,0.0221,-0.0323,0.2072,3.9913
0.9222,998.2796,-0.0137,7.3567,0.206,0.0033,0.0624,0.0047,0.8808,3.8511
0.92,1008.6144,0.0077,7.3545,0.25,0.0033,-0.0758,-0.0008,0.2072,3.622
0.9334,1007.144,-0.0284,7.2518,0.095,0.0025,0.1484,-0.0253,0.213,2.4461
0.9307,1009.8944,-0.0084,7.3525,0.08,0.0022,-0.056,-0.0159,0.2199,4.8108
0.9337,998.2901,-0.0137,7.2182,0.029,0.0055,-0.0191,-0.0244,0.2071,4.2209
0.9228,1016.53,-0.0074,7.2948,0.141,0.0035,-0.057,-0.0072,0.2935,4.206
0.9213,1009.8944,-0.0061,7.3588,0.173,0.0029,-0.0077,0.014,0.3439,3.7922
0.9334,1007.6922,-0.0024,7.1457,0.137,0.0035,0.0836,-0.0086,0.2071,2.542
0.9213,998.2796,-0.0342,7.3565,0.102,0.0071,-0.0455,-0.0004,0.3439,3.6748
0.9324,993.4794,-0.0101,7.2577,0.173,0.0027,-0.0655,0.0116,0.2199,5.7568
0.9316,996.0538,0.0234,7.2988,0.119,0.0038,0.0181,-0.0435,0.4044,4.2884
0.9278,1006.7274,-0.0152,7.3588,0.214,0.0046,-0.0687,0.0399,0.2246,2.4905
0.9281,1006.7274,-0.0264,7.277,0.115,0.0026,-0.0467,-0.014,0.1009,1.8926
0.9316,1006.7274,-0.0254,7.293,0.104,0.0023,-0.0693,0,0.1611,4.1354
0.9356,1006.7274,-0.0203,7.3872,0.142,0.0067,0.0733,-0.0006,0.8703,1.1004
0.9291,1006.7274,-0.0269,7.3525,0.141,0.0023,-0.1126,-0.0063,0.2728,2.3207
0.9316,1011.4203,-0.0125,7.2928,0.101,0.0032,0.043,0.0011,0.184,4.3149
0.9318,1006.7274,-0.0291,7.3675,0.182,0.0024,-0.0449,-0.0168,0.1196,3.6931
0.9334,998.2901,-0.0184,7.178,0.049,0.0034,-0.1091,-0.0227,0.4231,2.0215
0.9331,1011.4203,-0.0187,7.262,0.184,0.0032,-0.0418,0.0135,0.1991,2.2697
0.9224,1012.9091,-0.044,7.3083,0.134,0.0023,-0.0212,0.0188,0.3877,4.1705
0.9325,1012.9091,-0.0358,7.3277,0.147,0.0035,-0.2017,0.0249,0.2418,4.1573
0.9307,1012.9091,-0.0124,7.2848,0.165,0.0029,0.0695,0.0225,0.3439,5.4676
0.9258,1001.4982,-0.0003,7.3545,0.167,0.0038,-0.0231,-0.0272,0.2363,2.2271
0.9329,1001.4982,0.0005,7.4105,0.177,0.0031,-0.0102,-0.0267,0.3081,4.9493
0.9273,1001.4982,0.0022,7.3117,0.24,0.0037,-0.0562,-0.0338,0.2418,2.7453
0.9273,1012.9091,0.0096,7.4052,0.151,0.0025,0.0095,0.0278,0.2199,2.5758
0.9211,1007.066,-0.0306,7.2503,0.185,0.0029,-0.057,-0.0029,0.1611,3.8711
0.9215,1007.066,-0.043,7.3305,0.122,0.0019,0.0183,0.0065,0.3436,4.222
0.9348,993.4244,-0.0131,5.1747,0.118,0,0,-0.0836,0.8572,2.6411
0.933,987.2854,0.012,7.2262,0.222,0.0026,0.0679,-0.048,0.2509,2.263
0.9277,987.2854,-0.002,7.1813,0.153,0.0028,-0.0202,-0.0747,0.1796,4.9326
0.9342,987.2854,0.0105,5.2295,0.104,0,0,-0.067,0.1407,2.1197
0.9348,987.2854,-0.0026,7.1635,0.168,0,0,-0.0796,0.1501,2.7029
0.9242,1004.0946,0.0302,7.2805,0.085,0.003159504,-0.001262573,0.0123,0.2626,4.948
0.9344,1012.22,-0.0016,7.3535,0.113,0.0029,-0.1914,0.0119,0.0399,2.3592
0.9344,1012.22,0.015,7.3275,0.128,0.0087,-0.0268,0.0075,0.0399,2.4426
0.9344,1012.22,0.0233,7.363,0.141,0.003,0.035,-0.0068,0.0399,2.4566
0.9304,996.0706,0.0012,5.022,0.108,0.0017,0.0292,0.012,0.2797,4.4657
0.9332,998.6102,0.0056,7.344,0.148,0.003,-0.0067,0.0126,0.1429,2.0582
0.9348,998.6102,-0.001,5.1418,0.133,0.003,-0.1297,-0.0056,0.2593,1.8225
0.9304,998.6102,0.0186,7.2698,0.084,0.0021,-0.025,0.0261,0.2279,4.6591
0.9339,996.0706,0.0182,7.3797,0.144,0.0021,-0.0853,-0.0018,0.3041,2.4199
0.9342,998.6102,0.0101,7.248,0.231,0.0018,0.0037,-0.015,0.8572,2.4661
0.9304,998.6102,0.0013,7.299,0.103,0.0036,-0.0841,0.0051,0.2279,4.5222
0.9308,998.6102,0.0176,7.357,0.107,0.0021,-0.0293,0.0038,0.1429,4.5153
0.9305,996.0706,-0.0196,7.2543,0.093,0.0024,0.0766,0.0222,0.2136,2.6577
0.9348,996.0706,-0.0082,7.3773,0.098,0.002,-0.097,0.0336,0.2626,2.2518
0.9332,1004.4788,-0.0062,7.3033,0.078,0.0026,-0.0391,0.0077,0.2279,2.2721
0.9001,996.2322,0.0137,7.3495,0.238,0.0014,0.0419,0.0029,0.2279,4.0041
0.9307,996.2322,0.0253,7.2353,0.075,0.0035,-0.0354,0.0102,0.1501,2.7865
0.9307,996.2322,-0.0212,6.670596678,0.137140065,0.0019,-0.0266,0.0342,0.3269,2.5646
0.9299,996.2322,-0.0048,5.1525,0.052,0.0026,-0.1572,-0.0152,0.227,6.2555
0.9348,996.2322,0.0139,7.3163,0.085,0.0034,0.0341,0.0052,0.1169,2.6914
0.9348,996.2322,-0.0139,7.2615,0.072,0.0026,0.1618,0.0154,0.329,2.4716
0.933,996.0706,-0.0038,5.1095,0.099,0.0044,0.0227,0.0639,0.7468,2.2118
0.9296,996.0706,-0.0098,7.2175,0.089,0,0,0.0511,0.1501,2.8001
0.9304,996.2322,-0.0217,7.269,0.301,0.0059,0.0356,0.0374,0.8599,4.8284
0.9297,996.0706,0.0177,5.205,0.061,0.0055,-0.0475,0.0228,0.2984,15.1835
0.9304,1002.2324,-0.0028,7.122,0.157,0.0061,0.0567,0.0146,0.2629,4.963
0.9297,1002.2324,-0.0127,7.4088,0.048,0.003,-0.0707,0.0669,0.2626,5.2061
0.9267,1002.2324,0.0063,7.1238,0.077,0.0067,0.03,0.0093,0.2629,3.2379
0.9304,1002.2324,0.0139,7.1725,0.064,0.0022,0.0091,0.0554,0.2629,4.6349
0.9267,1002.2324,-0.0036,7.2535,0.208,0.0013,0.041,0.0032,0.2629,3.9369
0.9296,996.2322,-0.0115,5.1792,0.123,0,0,0.0215,0.8572,2.154
0.9308,987.9054,0.0022,7.273,0.151,0.0019,0.0975,0.0005,0.2217,4.7504
0.9353,987.9054,-0.0109,7.3702,0.088,0.0018,0.1868,-0.0202,0.1429,2.5355
0.9344,1002.2324,0.0059,7.1877,0.131,0.0029,-0.0182,-0.0089,0.1712,2.2986
0.9307,996.0706,0.0003,7.3462,0.155,0.0042,0.0127,0.0279,0.1407,2.8049
0.9308,1002.2324,0.0062,7.303,0.122,0.0022,-0.0826,0.0122,0.1522,3.9911
0.9348,996.2322,-0.0381,7.2645,0.101,0,0,0.0348,0.1501,2.1318
0.9339,1007.2267,-0.011,7.1935,0.059,0.0022,-0.0113,0.0526,0.2629,2.653
0.9332,1007.2267,0.0074,7.2825,0.212,0.0032,-0.0431,0.0033,0.098,2.2383
0.935,1007.2267,0.0202,7.1765,0.17,0.0018,-0.0063,0.0451,0.2577,2.6126
0.9267,1003.5267,-0.0041,7.3075,0.136,0.002,0.0693,0.0248,0.2629,3.9672
0.9353,1007.2267,0.0006,7.3462,0.195,0.0022,0.0417,0.0218,0.203,2.4885
0.935,1007.2267,-0.0044,7.2618,0.144,0,0,0.0459,0.2365,2.5355
0.9327,1007.2267,-0.0151,7.2168,0.112,0.0017,0.0277,0.0495,0.1501,5.7644
0.9336,1003.5267,0.0006,7.2652,0.234,0.0029,0.0185,0.0146,0.2365,2.4876
0.9353,1007.5156,-0.0223,7.2658,0.179,0.0026,0.1377,0.0039,0.1429,2.3143
0.9311,1003.5267,-0.013,7.383,0.165,0.003,-0.1345,0.0129,0.203,2.4878
0.9308,1007.2267,-0.0106,7.2492,0.282,0.0037,0.0216,0.0608,0.2629,4.1336
0.9339,1003.5267,-0.0002,7.2577,0.249,0.002,0.0607,0.0009,0.2008,2.3997
0.9353,1003.5267,0.0255,7.1283,0.159,0,0,-0.0115,0.2577,2.2643
0.9336,1007.2267,0.0044,7.3063,0.199,0.0027,-0.0147,0.033,0.2365,2.6507
0.9344,1007.5156,0.004,7.203,0.211,0.0025,-0.0599,0.0028,0.1712,2.5872
0.9336,1007.5156,0.0028,7.3277,0.162,0,0,0.015,0.8808,2.6303
0.9348,1016.6978,-0.0083,5.1673,0.032,0,0,0.0041,0.1522,2.4247
0.9215,1016.6978,-0.0027,7.2752,0.156,0,0,0.0134,0.1162,1.6289
0.9336,1007.2267,-0.0049,7.2748,0.128,0.0024,-0.0431,0.0389,0.2365,2.6019
0.933,1007.5156,0.0037,7.2643,0.058,0.0031,-0.0519,0.0084,0.1429,2.3858
0.933,1016.6978,-0.0398,7.2977,0.192,0.0021,0.0868,0.0168,0.098,2.484
0.9344,1007.5156,-0.0305,7.3107,0.117,0.0024,0.0156,-0.0141,0.1712,2.2769
0.9353,1003.5267,0.0153,7.332,0.154,0.0039,-0.0077,0.0003,0.203,2.6334
0.9327,1007.2267,-0.0178,7.2237,0.155,0,0,0.0416,0.2577,5.2156
0.9267,1016.6978,0.0031,7.2382,0.109,0.0022,-0.0071,0.0084,0.1407,4.079
0.9327,1003.5267,-0.0249,7.2782,0.131,0.0025,-0.0451,0.0078,0.8572,5.1583
0.9327,986.0991,0.0155,7.3167,0.068,0.0016,0.1005,0.0195,0.8572,5.182
0.9339,1006.1867,0.0087,7.3912,0.178,0,0,0.0052,0.3795,2.1729
0.935,986.0991,0.0212,0.2498,0.849,0.0021,0.0556,0.0121,0.1976,2.3338
0.9296,1006.1867,-0.0009,7.3477,0.073,0.0027,-0.0131,-0.0228,0.2136,2.917
0.9242,986.0991,-0.0016,7.2225,0.038,0,0,0.0218,0.172,1.9984
0.9242,1004.5944,-0.0218,7.2465,0.143,0.0029,0.0247,0.0369,0.1986,1.4138
0.9339,1004.5944,0.0012,7.2242,0.181,0.0026,-0.0406,0.0142,0.1712,2.6385
0.9267,986.0991,-0.0018,7.1267,0.226,0.0027,0.0563,0.0242,0.3795,3.7595
0.9242,986.0991,-0.0076,7.2187,0.085,0.0045,-0.0091,0.0173,0.1184,1.6693
0.9344,1004.5944,-0.0145,7.263,0.108,0.003159504,-0.001262573,0.0244,0.2217,2.5452
0.9327,1006.1867,0.0058,7.3222,0.162,0.0028,-0.0461,-0.0069,0.1986,5.3444
0.9295,1004.5944,0.0015,7.3765,0.162,0.0071,0.0629,0.0249,0.1429,4.3698
0.9327,1004.5944,-0.0078,7.3018,0.163,0.003159504,-0.001262573,0.0271,0.8123,5.844
0.9336,1006.1867,-0.0182,7.302,0.206,0.002,-0.0144,0.0013,0.2008,2.1179
0.9336,1006.1867,0.0092,7.182,0.117,0.0023,-0.0039,-0.0068,0.2008,2.5331
0.9336,1003.1082,0.025,7.2878,0.198,0.0024,0.0448,0.0644,0.2008,2.351
0.9272,1003.1082,0.0002,5.122,0.133,0,0,0.0796,0.9501,1.5295
0.9288,1006.1867,0.0093,7.2262,0.23,0.0024,-0.0072,-0.0062,0.2365,3.5665
0.9336,1006.1867,-0.0104,7.2077,0.232,0.0023,0.1363,0.0274,0.2008,2.1856
0.9344,1004.5944,0.034,7.2302,0.119,0.0021,-0.0272,0.0155,0.1712,2.2274
0.9219,1004.5944,0.0193,5.0388,0.059,0.0024,0.1398,-0.0114,0.1522,2.0447
0.9215,1003.1082,-0.0099,7.2152,0.091,0.0021,0.0378,0.0587,0.1796,0.9848
0.9339,986.0991,-0.0076,7.2115,0.155,0.0026,0.0261,0.0118,0.192,2.3815
0.9314,998.6109,0.0015,7.284,0.098,0.0023,-0.0116,0.0099,0.1757,1.8333
0.9353,1003.1082,-0.0251,7.3682,0.105,0,0,0.0368,0.9369,2.3945
0.935,1004.5944,-0.026,7.2427,0.115,0.0026,0.025,0.0058,0.192,2.4111
0.9284,998.6109,-0.0092,7.3483,0.096,0.0022,0.032,-0.0025,0.1703,1.4997
0.935,998.6109,0.0282,7.3873,0.188,0,0,-0.0218,0.9369,2.5353
0.933,1006.1867,0.0231,7.2578,0.128,0.0028,-0.0651,-0.0106,0.3508,2.5345
0.9215,998.6109,0.0199,7.3485,0.154,0,0,0.0044,0.172,1.2511
0.9241,998.6109,0.0268,7.3373,0.102,0.0019,0.1053,-0.0047,0.0873,1.7279
0.935,1003.1082,0.0168,7.3445,0.178,0,0,0.0616,0.8804,2.4112
0.932,1009.5254,0.0075,7.2577,0.111,0.0016,-0.0515,-0.0083,0.2185,3.1205
0.9315,1004.9108,0.0063,7.2025,0.17,0.0026,-0.0178,0.0106,0.0595,2.0787
0.9218,1004.9108,-0.0226,7.3545,0.193,0.0029,0.0317,0.0071,0.2742,3.826
0.9237,1004.9108,-0.0181,7.2912,0.191,0.012,-0.201,0.0022,0.2765,4.4957
0.9316,1004.9108,-0.034,7.3302,0.105,0.0029,0.0102,0.0018,0.33,4.3028
0.9223,1010.0437,-0.0144,7.3565,0.105,0.0029,0.0509,0.0124,0.2074,4.0672
0.9347,1008.4892,0.0235,7.152,0.197,0.0019,0.1324,0.0209,0.3449,1.9756
0.9236,1010.0437,-0.0014,7.3375,0.065,0.0031,-0.0062,-0.0123,0.3449,4.681
0.9223,1004.9108,-0.0116,7.2192,0.13,0.0023,-0.0725,0.0041,0.2303,4.3145
0.9052,1010.0437,-0.0045,7.2592,0.08,0.0025,0.0462,0.0077,0.1991,3.8404
0.9324,1010.0437,-0.0383,7.3232,0.138,0.0031,0.0316,0.015,0.2303,4.3556
0.9168,1010.0437,-0.0211,7.3457,0.123,0.002,0.031,0.0221,0.3498,4.7932
0.9222,1008.1634,-0.0257,7.2545,0.117,0.0021,-0.0352,0.0041,0.2182,3.8636
0.9281,1013.1402,0.0221,7.2698,0.161,0.0024,0.0439,0.0162,0.2728,2.1727
0.9228,1008.4892,-0.0247,7.245,0.056,0.0026,0.0763,0.012,0.2185,5.0616
0.9225,1010.0437,-0.0244,7.2025,0.139,0.0016,0.1459,0.016,0.2453,4.4766
0.9201,1010.0437,-0.0236,7.443,0.184,0.0019,0.0036,-0.0174,0.1611,4.1142
0.9236,1010.0437,-0.0103,7.1685,0.14,0.0074,-0.0393,-0.0121,0.4081,4.6317
0.9323,1010.0437,-0.02,7.2527,0.201,0.0029,0.1213,0.0023,0.2445,1.7806
0.9225,1003.84,-0.0038,7.27,0.15,0.0022,-0.1981,0.0184,0.2112,4.579
0.9303,1003.84,-0.0152,7.2205,0.167,0.0021,0.0064,0.0147,0.3449,3.1426
0.9225,1008.4892,-0.0087,7.3027,0.15,0.0031,0.0126,-0.0017,0.2453,4.4496
0.9347,1003.84,0.0057,7.2952,0.117,0.003,-0.0022,0.0137,0.2742,2.2847
0.9223,1008.4892,-0.0298,7.2445,0.133,0.0029,-0.0297,0.0157,0.0595,3.9456
0.9168,1003.2011,0.0019,7.2748,0.076,0.0053,0.0922,0.0297,0.0595,4.4604
0.8759,1004.05,0.0183,7.2088,0.154,0.0033,-0.0369,0.0313,0.3792,2.0668
0.923,1008.4892,-0.0476,7.2447,0.14,0.0017,-0.0252,0.002,0.1854,4.4698
0.932,1006.7654,-0.023,7.2185,0.185,0.0033,-0.0518,0.0092,0.2303,3.338
0.9201,1004.05,-0.0235,7.3057,0.172,0.0027,-0.0265,0.011,0.1611,4.0846
0.9325,1003.84,0.0172,7.3695,0.095,0.0042,-0.0223,0.0417,0.3639,4.7891
0.9168,1003.84,-0.0122,7.4792,0.09,0.0026,0.0509,0.023,0.2553,4.6208
0.9166,1004.05,0.0059,7.318,0.216,0.0055,-0.0401,0.0136,0.1611,4.3193
0.9323,1004.05,-0.0299,7.127,0.218,0.0042,-0.0569,0.0086,0.3858,3.1363
0.9225,1012.9091,0.004,7.273,0.155,0.0023,-0.0064,0.0142,0.1469,3.8794
0.9291,995.0191,0.0138,7.2652,0.145,0.0025,0.0121,0.0098,0.2182,2.5573
0.9324,1010.0437,-0.0086,7.1658,0.288,0.0021,-0.1079,-0.0082,0.2303,4.0105
0.9319,1002.5096,-0.0212,7.2815,0.149,0.0027,0.014,0.0112,0.3792,3.2008
0.9334,1002.5096,-0.0153,7.3438,0.092,0.0024,-0.0219,0.0001,0.3699,2.6145
0.9323,1002.5096,-0.0252,7.209,0.104,0.0061,0.0439,-0.0032,0.2303,1.372
0.9324,1002.5096,0.0048,7.3775,0.262,0.0036,-0.0634,0.0048,0.3005,3.8014
0.9223,1002.7791,-0.0461,7.296,0.169,0.0033,0.2091,0.0148,0.2742,3.8117
0.8771,1002.5096,-0.0134,7.2142,0.17,0.0028,-0.0769,0.0219,0.4081,1.717
0.8765,1002.7791,0.0071,7.3718,0.078,0.0031,0.0241,0.0104,0.2453,1.8198
0.9325,1002.7791,-0.0072,7.3785,0.107,0.0042,-0.0162,0.0004,0.2553,2.2553
0.9201,1002.5096,-0.0149,7.2985,0.237,0.0024,-0.0929,0.002,0.1469,3.9871
0.9308,1002.7791,-0.0161,7.4233,0.075,0.0022,0.0717,-0.0069,0.2553,2.6595
0.9347,1002.7791,-0.0161,7.2915,0.104,0.0068,0.0252,0.0261,0.2765,1.5931
0.9237,1000.4489,0.001,7.354,0.173,0.002,0.033,0.0033,0.3792,4.1708
0.9201,1000.4489,-0.0303,7.2147,0.101,0.0034,-0.0912,0.0133,0.2328,3.5274
0.933,1000.4489,-0.0235,7.3838,0.145,0.0048,0.0786,0.0219,0.252,3.5333
0.9173,1002.7791,-0.033,7.241,0.123,0.0025,-0.0169,0.022,0.2774,5.295
0.9319,1000.4489,0.0037,7.3453,0.143,0.002,-0.0379,-0.0007,0.2742,3.1916
0.9303,1002.7791,-0.012,7.2988,0.219,0.0029,-0.0101,0.0306,0.2074,3.0687
0.9168,1000.4489,-0.0001,7.2737,0.074,0.002,0.11,-0.0044,0.3449,4.5101
0.9173,1002.7791,0.0009,5.1238,0.065,0.0022,-0.0133,-0.0009,0.3443,4.9469
0.9325,1000.4489,-0.0404,7.3072,0.14,0.0017,0.0772,0.0188,0.2185,1.892
0.923,1002.7791,-0.0501,7.2953,0.159,0.0021,-0.0244,0.0047,0.1854,4.7324
0.9161,1008.4097,-0.0215,3.624,0.201,0.0028,-0.0447,0.0061,0.1166,4.7027
0.9308,1008.4097,-0.018,7.3295,0.191,0.0021,-0.0684,-0.0063,0.2453,2.6263
0.9179,999.9391,-0.0225,7.2728,0.095,0.0023,0.0949,-0.0228,0.2074,4.5366
0.9172,1008.4097,-0.0041,7.3775,0.083,0.0028,-0.0417,-0.0164,0.168,4.1908
0.9161,999.9391,-0.0201,7.2127,0.097,0.0034,-0.0439,-0.029,0.1166,4.5182
0.9175,999.9391,-0.0173,7.4635,0.112,0.0041,0.0139,-0.0035,0.2774,4.1022
0.9347,1008.4097,-0.011,7.291,0.145,0.0027,0.0573,-0.0053,0.2453,1.8621
0.9303,1008.4097,-0.0291,7.3982,0.039,0.0018,-0.0199,-0.0105,0.3449,3.2899
0.9319,999.9391,-0.0121,7.41,0.125,0.0038,0.1845,0.0054,0.3792,2.7657
0.9168,1000.1451,-0.0102,5.0868,0.099,0.004,0.0129,0.024,0.3443,4.3637
0.9308,1008.4097,-0.0172,7.2762,0.159,0,0,-0.0034,0.1714,2.3496
0.9179,999.9391,0.0001,7.3475,0.067,0.0044,0.125,0.0132,0.2553,4.4737
0.8778,999.9391,-0.0187,7.2437,0.085,0.0025,0.052,0.0114,0.2453,1.8255
0.9323,1012.9091,0.2315,7.2488,0.123,0.0026,-0.0821,-0.0006,0.271,1.5139
0.9161,999.9391,-0.0207,7.3415,0.1,0.0024,0.0218,-0.0186,0.168,4.4502
0.9156,999.9391,-0.006,7.2788,0.077,0.0025,0.0567,-0.019,0.2742,4.6635
0.9185,1000.1451,-0.0091,7.29,0.181,0.0026,-0.0131,-0.0059,0.4351,4.0586
0.9223,997.4334,-0.0256,7.2405,0.124,0.0032,-0.0125,0.0233,0.1387,4.231
0.8769,1000.1451,-0.0191,7.26,0.218,0.0032,-0.0085,0.0291,0.2418,1.997
0.9347,997.4334,0.0008,7.2622,0.279,0.0019,-0.0327,0.0173,0.2765,1.9104
0.918,1000.1451,0.0159,7.1653,0.207,0.0039,-0.0632,-0.006,0.2631,4.2127
0.932,1000.1451,0.002,7.3693,0.145,0.0029,-0.0304,-0.0032,0.2185,3.0796
0.9168,999.1343,-0.0206,5.0885,0.092,0.006,-0.0637,0.0084,0.3443,5.5012
0.9303,1000.1451,-0.0066,7.1472,0.35,0.0033,-0.0287,-0.0105,0.2765,3.331
0.9175,1005.7411,0.0011,7.0565,0.029,0.0028,0.0183,-0.0245,0.3651,4.2715
0.9185,997.5587,-0.0355,7.3293,0.178,0.0037,0.0078,0.0039,0.251,4.2798
0.9319,997.5587,-0.0356,7.2005,0.108,0.0023,0.1059,-0.0132,0.2112,3.5775
0.9303,1005.2293,-0.0137,7.2903,0.093,0.0019,0.1204,0.0269,0.2074,3.3586
0.9312,997.5587,-0.0076,7.405,0.162,0.002,0.1042,-0.0151,0.4167,4.1671
0.918,997.4334,-0.0157,5.14,0.081,0.0016,-0.0103,0.0048,0.2512,4.4315
0.9173,997.5587,-0.0141,7.3217,0.098,0.0043,-0.0975,-0.0133,0.184,4.9603
0.9168,997.4334,-0.0307,5.0945,0.085,0.0025,0.0057,0.0186,0.3443,4.6664
0.9161,997.5587,-0.0384,7.4347,0.104,0.0041,0.0798,-0.0164,0.1486,3.8688
0.9332,993.8988,0.0199,5.1005,0.071,0.0126,-0.0132,-0.0197,0.0873,4.0881
0.918,996.759,0.0045,7.164,0.147,0.0023,0,0.0006,0.2512,4.2589
0.9172,997.5587,-0.0269,7.2758,0.143,0.0024,0.0563,-0.0298,0.2279,4.58
0.9185,993.8988,-0.015,7.2822,0.087,0.0039,-0.0646,-0.0076,0.4189,4.5532
0.9185,993.8988,-0.0265,7.3825,0.143,0.0043,-0.1218,-0.0106,0.1196,4.4854
0.9185,993.8988,-0.0039,7.5145,0.212,0.0032,0.0171,-0.0159,0.3639,4.657
0.9187,993.8988,-0.0153,7.4025,0.124,0.0029,0.0287,-0.0164,0.3511,4.2834
0.9312,996.759,-0.0245,7.3675,0.233,0.0042,0.019,0.0138,0.1714,4.5622
0.9173,997.5587,-0.0176,7.2512,0.114,0.0024,0.0558,-0.0113,0.184,4.6738
0.9172,1000.1451,-0.0134,7.2467,0.117,0.0034,-0.0887,-0.0267,0.3651,3.8045
0.9302,1007.05,-0.0425,7.352,0.06,0.0031,0.0329,0.0851,0.2056,2.3611
0.9332,1001.0291,-0.029,7.2677,0.18,0.0056,-0.0703,-0.0087,0.1706,2.1434
0.9291,1012.1967,-0.0619,7.0305,0.206,0.0036,0.0048,0.0872,0.8637,1.8957
0.9318,1004.110179,-0.0284,3.3085,0.077,0.0094,0.1395,-0.0236,0.3464,2.4099
0.932,1000.0948,-0.0347,7.0653,0.151,0.0037,0.1012,0.0817,0.8111,2.3302
0.9326,1001.6031,-0.0502,7.132,0.115,0.0028,0.0636,-0.0852,0.8111,2.0612
0.933,1001.6031,-0.0461,5.1567,0.092,0.0074,-0.0745,-0.0721,0.1857,2.2872
0.932,1004.4356,-0.0564,4.979,0.09,0.0042,0.0024,-0.0021,0.8947,2.4734
0.9332,1001.6031,-0.0474,5.187,0.137,0.0053,-0.0927,-0.0823,0.2119,3.0939
0.932,1012.1967,-0.0401,4.9505,0.08,0.0034,-0.0719,0.065,0.8947,2.6921
0.931,1009.46,-0.028,5.0388,0.115,0.0044,0.0679,-0.0088,0.2082,3.3296
0.931,1009.46,-0.0248,5.0425,0.07,0.003,-0.0032,-0.0119,0.2082,2.7548
